FID,OBJECTID,MAPLABELNA,LEGENDTYPE,PUBLICVIEW,LOCID,stfacid,progid,facName,LocAddress,CityName,State,locZip,countyName,FO,locSupplem,opStatus,OperatType,BasinInspe,AnimalUnit,Horses,TownshipNa,Tier,Range,rangeDir,Sectn,Latitude,Longitude,X_Coord,Y_Coord,Accuracy,colMthTxt,refPntTxt,VerifyTxt,collectBy,ColDate,locComment,Congress,StHouse,StSenate,HUC,Hyperlink,uniqueID,Swine,CattleDair,CattleBeef,Chickens,Turkeys,SheepLGoat,Other,ConsPermit,NPDESPermi,MMP,PindexMMP,NMP
931,1356385,Edward Deneve,31,1,20000208567.0,310674196,61944,Edward Deneve,1921 Poweshiek Iowa Rd,Victor,IA,52347,Iowa,6, ,Inactive,Confinement,No,0.0,0,Hartford,80,12,W,18,41.74417,-92.29697,558456,4621611,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,3,76,38,70802080806.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=61944,1335,0,0,0,0,0,0,0,N,N, , , 
973,1356427,Thomsen Gary,31,1,20000208611.0,310688316,62897,Thomsen Gary,2467 Taft Ave,Melvin,IA,51350,Osceola,3, ,Inactive,Confinement,No,0.0,0,Baker,98,40,W,22,43.29859,-95.54766,293349,4797125,280,PUBLIC LAND SURVEY - SIXTEENTH SECTION, , ,bbunke,1218153600000.0, ,5,5,3,102300030505.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=62897,1377,0,0,0,0,0,0,0,N,N, , , 
1009,1356462,Tim Van Roekel,32,1,20000208649.0,310677157,64685,Tim Van Roekel,2414 Illinois St,Pella,IA,50219,Marion,5, ,Active,Open Feedlot,No,0.0,0,Lake Prairie,76,18,W,24,41.37792,-92.88691,509457,4580718,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,3,71,36,71000090501.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=64685,1412,0,0,0,0,0,0,0,N,N, , , 
1018,1356471,Minor Farms #2,31,1,20000208658.0,310677517,60153,Minor Farms #2,2361 Eureka Ave,West Liberty,IA,52776,Cedar,6, ,Inactive,Confinement,Yes,0.0,0,Springdale,79,4,W,34,41.6029,-91.29033,642470,4607100,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,2,79,40,0.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=60153,1421,0,0,0,0,0,0,0,N,N, , , 
1023,1356476,Bill Jacobs,31,1,20000208664.0,310677744,65202,Bill Jacobs,2453 T Ave,Villisca,IA,50864,Montgomery,4, ,Active,Confinement,No,0.0,0,East,71,36,W,17,40.94996,-95.01023,330804,4535147,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,5,96,48,102400090603.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=65202,1426,0,0,0,0,0,0,0,N,N, , , 
1027,1356480,Whitecap Partnership,31,1,20000208669.0,310675266,62222,Whitecap Partnership, , ,XX,0,Carroll,4, ,Inactive,Confinement,No,0.0,0,Union,0,0, ,13,41.91347,-94.63929,364053,4641468,1140,PUBLIC LAND SURVEY-SECTION, , ,bbunke,1218153600000.0, ,5,51,26,71000070203.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=62222,1430,0,0,0,0,0,0,0,N,N, , , 
1031,1356484,Macksburg Milk LLC,32,1,20000208674.0,310675337,60083,Macksburg Milk Llc,ELMWOOD AVENUE & 320TH STREET,Macksburg,IA,50155,Madison,5, ,Inactive,Open Feedlot,Yes,0.0,0,Grand River,74,29,W,22,41.18575,-94.17086,401805,4560038,100,ADDRESS MATCHING-DIGITIZED,PLANT ENTRANCE (GENERAL), ,bryan.bu,1518524797000.0, ,3,25,13,102801020206.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=60083,1434,0,0,0,0,0,0,0,N,N, , , 
1045,1356498,Nutmeg Ave Egg Farm,31,1,20000208689.0,310675964,59107,Nutmeg Ave Egg Farm,Nutmeg Avenue,Kalona,IA,52247,Washington,6, ,Active,Confinement,No,0.0,0,English River,0,0, ,6,41.50679,-91.69599,608827,4595839,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,2,89,45,70802090605.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=59107,1448,0,0,0,0,0,0,0,N,N, , , 
1051,1356504,Woodland Farms Inc.-sec 18,31,1,20000208696.0,310689615,62228,Woodland Farms Inc.-sec 18,not available,Story City,IA,50248,Story,5, ,Inactive,Confinement,No,0.0,0,Howard,85,23,W,18,42.17325,-93.57097,452842,4669170,1140,PUBLIC LAND SURVEY-SECTION, , ,bbunke,1218153600000.0, ,4,10,5,70801050401.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=62228,1454,0,0,0,0,0,0,0,N,N, , , 
1074,1356527,Fred Boswell,31,1,20000208721.0,310677853,63026,Fred Boswell,1307 Highway 148,Corning,IA,50841,Adams,4, ,Inactive,Confinement,Yes,0.0,0,Washington,73,34,W,21,41.11087,-94.75881,352327,4552555,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,5,96,48,0.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=63026,1477,0,0,0,0,0,0,0,N,N, , , 
1079,1356532,Iowa Select Farms - K.k.irving Sow Site,31,1,20000208726.0,310678156,60877,Iowa Select Farms - K.k.irving Sow Site, ,Iowa Falls,IA,50126,Ringgold,4, ,Inactive,Confinement,No,0.0,0,Tingley,70,29,W,6,40.88536,-94.2311,396282,4526760,280,PUBLIC LAND SURVEY - SIXTEENTH SECTION, , ,bbunke,1218153600000.0, ,5,96,48,102801010101.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=60877,1482,0,0,0,0,0,0,0,Y,N, , , 
1152,1356608,Iowa Select - Winter Finishing Site,31,1,20000208808.0,310679724,60905,Iowa Select - Winter Finishing Site,23413 250TH ST,Hubbard,IA,50122,Hardin,2, ,Inactive,Confinement,No,0.0,0,Tipton,87,21,W,13,42.33929,-93.24842,479537,4687477,280,PUBLIC LAND SURVEY - SIXTEENTH SECTION, , ,bbunke,1218153600000.0, ,4,9,5,0.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=60905,1557,0,0,0,0,0,0,0,Y,N,Y,N,N
1161,1356617,Darwin Gjerde,31,1,20000208818.0,310680305,63123,Darwin Gjerde,13262 650th Ave,McCallsburg,IA,50154,Story,5, ,Inactive,Confinement,No,0.0,0,Warren,85,22,W,21,42.1633,-93.40349,466669,4667987,100,ADDRESS MATCHING-DIGITIZED,PLANT ENTRANCE (GENERAL), ,bryan.bu,1496242488000.0, ,4,49,25,70801050602.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=63123,1566,0,0,0,0,0,0,0,N,N, , , 
1178,1356634,Bob Scott,31,1,20000208836.0,310692676,62557,Bob Scott,2839 290th St,Marshalltown,IA,50158,Marshall,5, ,Inactive,Confinement,No,0.0,0,Greencastle,82,17,W,6,41.93614,-92.87497,510365,4642694,20,INTERPOLATION-PHOTO,PLANT ENTRANCE (GENERAL), ,bryan.bu,1594371402000.0, ,1,72,36,70802080201.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=62557,1583,0,0,0,0,0,0,0,N,N, , , 
1206,1355455,L & W Inc.,31,1,20000207582.0,310665782,60979,L & W Inc.,13234 D Ave,Alden,IA,50006,Hardin,2, ,Inactive,Confinement,No,0.0,0,Alden,89,22,W,15,42.51793,-93.43551,464226,4707375,570,PUBLIC LAND SURVEY-QUARTER SECTION, , ,bbunke,1218153600000.0, ,4,44,22,70802070602.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=60979,408,0,0,0,0,0,0,0,Y,N,Y,N,N
1247,1355497,P227 Finisher,31,1,20000207624.0,310666489,64735,P227 Finisher,1148 130th Street,Kanawha,IA,50447,Hancock,2, ,Inactive,Confinement,No,0.0,0,Amsterdam,94,25,W,23,42.95064,-93.76645,437478,4755619,280,PUBLIC LAND SURVEY - SIXTEENTH SECTION, , ,bbunke,1218153600000.0, ,4,12,6,71000050301.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=64735,449,0,0,0,0,0,0,0,Y,N, , , 
1264,1355514,Dickey Farms,31,1,20000207642.0,310667735,59912,Dickey Farms,2509 170th St,Muscatine,IA,52761,Muscatine,6, ,Inactive,Confinement,Yes,0.0,0,Bloomington,77,2,W,3,41.49486,-91.07703,660513,4595478,1140,PUBLIC LAND SURVEY-SECTION,PLANT ENTRANCE (GENERAL), ,jeff.pri,1537959420000.0, ,2,91,46,0.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=59912,466,0,0,0,0,0,0,0,N,N, , , 
1266,1355516,Josh Studer Site,7,1,20000207645.0,310667835,57455,Josh Studer Site,680 220th St,Britt,IA,50423,Hancock,2, ,Inactive,Open Feedlot,No,0.0,0,Boone,95,26,W,1,43.08182,-93.85558,430356,4770255,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,4,11,6,71000050304.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=57455,468,0,0,0,0,0,0,0,N,N, , , 
1271,1355520,Summit Farms - Wright Site,31,1,20000207649.0,310667953,65701,Summit Farms - Wright Site, ,Alden,IA,50006,Franklin,2, ,Inactive,Confinement,No,0.0,0,Oakland,90,22,W,31,42.56307,-93.49701,459204,4712416,280,PUBLIC LAND SURVEY - SIXTEENTH SECTION, , ,bbunke,1218153600000.0, ,4,12,6,70802070601.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=65701,473,0,0,0,0,0,0,0,Y,N,N,Y,N
1276,1355525,Doug Hoffman,31,1,20000207654.0,310668192,64926,Doug Hoffman,1350 130th Street,Clarence,IA,52216,Cedar,6, ,Inactive,Confinement,No,0.0,0,Dayton,82,2,W,20,41.90146,-91.10601,657101,4640570,280,PUBLIC LAND SURVEY - SIXTEENTH SECTION, , ,bbunke,1218153600000.0, ,2,79,40,70801030203.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=64926,478,0,0,0,0,0,0,0,N,N,Y,N,N
1282,1355531,Karl Fehr Home Place,31,1,20000207661.0,310668643,61984,Karl Fehr Home Place,308 210th St,Whittemore,IA,50598,Kossuth,2, ,Inactive,Confinement,Yes,0.0,0,Whittemore,95,30,W,9,43.06009,-94.39351,386527,4768430,1140,PUBLIC LAND SURVEY-SECTION, , ,bbunke,1218153600000.0, ,4,8,4,71000030702.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=61984,484,0,0,0,0,0,0,0,N,N, , , 
1307,1355556,180th West Site,31,1,20000207687.0,310669477,65975,180th West Site,15594 180th St,Rockwell,IA,50469,Cerro Gordo,2, ,Inactive,Confinement,No,0.0,0,Bath,95,20,W,21,43.02411,-93.20912,482962,4763514,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,cwolter,1262649600000.0,moved to building center,4,12,6,70802040203.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=65975,509,0,0,0,0,0,0,0,Y,N,N,Y,N
1316,1355564,Roy Kann,31,1,20000207695.0,310662063,63348,Roy Kann,28128 Kale Ave,Guttenberg,IA,52052,Clayton,1, ,Inactive,Confinement,No,0.0,0,Jefferson,92,3,W,3,42.81659,-91.18259,648576,4742050,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,1,24,12,70600030705.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=63348,518,0,0,0,0,0,0,0,N,N, , , 
1369,1355619,Jones Ltd.,31,1,20000207753.0,310671028,60951,Jones Ltd.,30332 Goose Hill Rd,Cascade,IA,52033,Jones,1, ,Inactive,Confinement,No,0.0,0,Richland,86,2,W,4,42.2939,-91.07503,658689,4684203,280,PUBLIC LAND SURVEY - SIXTEENTH SECTION, , ,bbunke,1218153600000.0, ,1,31,16,70600060306.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=60951,571,0,0,0,0,0,0,0,Y,N,Y,N,N
1397,1355647,Bitter Creek Acres,31,1,20000207782.0,310667608,64368,Bitter Creek Acres, ,Holstein,IA,51025,Ida,3, ,Inactive,Confinement,No,0.0,0,Battle,88,41,W,5,42.46394,-95.64134,282840,4704670,280,PUBLIC LAND SURVEY - SIXTEENTH SECTION, , ,bbunke,1218153600000.0, ,5,55,28,102300031410.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=64368,599,0,0,0,0,0,0,0,N,N, , , 
1429,1355680,Harry Verhoef,32,1,20000207816.0,310663911,64686,Harry Verhoef,2392 Illinois St,Pella,IA,50219,Marion,5, ,Active,Open Feedlot,No,0.0,0,Lake Prairie,76,18,W,23,41.37762,-92.89081,509130,4580684,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,3,71,36,71000090501.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=64686,631,0,0,0,0,0,0,0,N,N, , , 
1458,1355709,Sunnybrook Farm Feedlot,7,1,20000207847.0,310669459,61302,Sunnybrook Farm Feedlot,801 12th St,Grundy Center,IA,50638,Grundy,2, ,Inactive,Open Feedlot,No,0.0,0,Palermo,87,17,W,7,42.35511,-92.87735,510101,4689212,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,3,40,20,70802050502.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=61302,660,0,0,0,0,0,0,0,N,Y, , , 
1488,1355739,Gary Wilson,31,1,20000207879.0,310672894,64170,Gary Wilson,2589 280th St,Guthrie Center,IA,50115,Guthrie,4, ,Active,Confinement,No,0.0,0,Beaver,78,31,W,34,41.60284,-94.43627,380313,4606678,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,keith.ze,1481897371000.0,moved to building center,3,20,10,71000070701.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=64170,690,0,0,0,0,0,0,0,N,N, , , 
1534,1355785,Pork Unlimited,31,1,20000207927.0,310665364,61496,Pork Unlimited,18395 270th St,Aplington,IA,50604,Butler,2, ,Inactive,Confinement,Yes,0.0,0,Ripley,0,0, ,28,42.65786,-92.86256,511265,4722831,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,1,17,9,70802050301.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=61496,736,0,0,0,0,0,0,0,N,N, , , 
1552,1355803,Kent Derooi,31,1,20000207946.0,310674929,63521,Kent Derooi,2102 Kirby Ave,Oskaloosa,IA,52577,Mahaska,5, ,Active,Confinement,No,0.0,0,Madison,76,16,W,35,41.34938,-92.67507,527182,4577594,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,3,72,36,70801051203.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=63521,754,0,0,0,0,0,0,0,N,N, , , 
1574,1355825,Coyote Ridge of IA LLC,31,1,20000207970.0,310670092,60629,Coyote Ridge Of Ia Llc, , ,IA,52054,Winneshiek,1, ,Inactive,Confinement,No,0.0,0,Frankville,97,7,W,24,43.20271,-91.62168,611975,4784248,280,PUBLIC LAND SURVEY - SIXTEENTH SECTION, , ,bbunke,1218153600000.0, ,4,16,8,70600010902.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=60629,776,0,0,0,0,0,0,0,Y,N,Y,N,N
1597,1355848,David Fluth,31,1,20000207994.0,310671224,60456,David Fluth,1409 Quail Run Rd,Humeston,IA,50123,Wayne,5, ,Inactive,Confinement,Yes,0.0,0,Clay,69,23,W,10,40.79667,-93.48996,458667,4516302,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,2,94,47,102801020704.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=60456,799,0,0,0,0,0,0,0,Y,N, , , 
1605,1355855,Robert Mcdonald,31,1,20000208002.0,310671513,59870,Robert Mcdonald,28727 Magnolia Rd,Underwood,IA,51576,Pottawattamie,4, ,Inactive,Confinement,Yes,0.0,0,Norwalk,76,42,W,23,41.37412,-95.63706,279468,4583646,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,5,56,28,102300060405.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=59870,807,0,0,0,0,0,0,0,Y,N,Y,N,N
1623,1355873,Palisades Pork Inc.,31,1,20000208021.0,310666005,63362,Palisades Pork Inc.,202 95TH AVENUE,Pella,IA,50219,Marion,5, ,Inactive,Confinement,Yes,0.0,0,Red Rock,77,20,W,9,41.49382,-93.1666,486094,4593592,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,3,71,36,71000081506.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=63362,825,0,0,0,0,0,0,0,N,N, , , 
1636,1355886,Anderson Warren,31,1,20000208035.0,310666518,61256,Anderson Warren,RFD 1,Melvin,IA,51350,Osceola,3, ,Inactive,Confinement,No,0.0,0,Baker,98,40,W,32,43.25946,-95.59254,289574,4792892,280,PUBLIC LAND SURVEY - SIXTEENTH SECTION, , ,bbunke,1218153600000.0, ,5,5,3,102300031101.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=61256,838,0,0,0,0,0,0,0,Y,N,Y,N,N
1641,1355891,Ron Farrens,31,1,20000208041.0,310666709,59929,Ron Farrens,2502 220th St,Bedford,IA,50833,Taylor,4, ,Inactive,Confinement,Yes,0.0,0,Marshall,69,33,W,33,40.73044,-94.64757,360871,4510140,570,PUBLIC LAND SURVEY-QUARTER SECTION, , ,bbunke,1218153600000.0, ,5,96,48,102400130102.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=59929,843,0,0,0,0,0,0,0,N,N, , , 
1675,1355925,Rebuh Feeders Corporation,31,1,20000208077.0,310676032,63966,Rebuh Feeders Corporation,120th Street,Ottumwa,IA,52501,Wapello,6, ,Inactive,Confinement,No,0.0,0,Pleasant,72,12,W,1,41.06451,-92.18466,568505,4546239,280,PUBLIC LAND SURVEY - SIXTEENTH SECTION, , ,bbunke,1218153600000.0, ,2,90,45,70801070604.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=63966,877,0,0,0,0,0,0,0,Y,N,Y,N,N
1717,1355968,Edward Wendt,7,1,20000208123.0,310667944,62500,Edward Wendt,24688 LIBERTY LANE,Crescent,IA,51526,Pottawattamie,4, ,Active,Open Feedlot,No,0.0,0,Crescent,76,44,W,22,41.3723,-95.89393,257977,4584129,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,5,56,28,102300060505.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=62500,919,0,0,0,0,0,0,0,N,N, , , 
1719,1355970,Morgan Finisher Farm,7,1,20000208125.0,310668101,63857,Morgan Finisher Farm,F Avenue,Schleswig,IA,51461,Crawford,4, ,Inactive,Confinement,No,0.0,0,Morgan,85,40,W,35,42.13663,-95.46634,296175,4667891,280,PUBLIC LAND SURVEY - SIXTEENTH SECTION, , ,bbunke,1218153600000.0, ,5,55,28,102300011001.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=63857,921,0,0,0,0,0,0,0,Y,N,Y,N,N
1739,1355990,Sherman 4 Gilt Developer,31,1,20000208146.0,310678174,62341,Sherman 4 Gilt Developer,1509 160th Avenue, ,IA,50560,Kossuth,2, ,Inactive,Confinement,No,0.0,0,Sherman,94,27,W,4,42.99245,-94.03749,415425,4760499,280,PUBLIC LAND SURVEY - SIXTEENTH SECTION, , ,bbunke,1218153600000.0, ,4,8,4,71000050101.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=62341,941,0,0,0,0,0,0,0,N,N,Y,N,N
1744,1355995,John Adrian Farm,31,1,20000208151.0,310678389,60206,John Adrian Farm,32644 320th Street,Richland,IA,52585,Keokuk,6, ,Inactive,Confinement,Yes,0.0,0,Richland,74,10,W,26,41.18552,-91.97408,586040,4559859,1140,PUBLIC LAND SURVEY-SECTION, , ,bbunke,1218153600000.0, ,3,76,38,70801070603.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=60206,946,0,0,0,0,0,0,0,N,N, , , 
1750,1356001,Prime Feeders Inc - Site 2,31,1,20000208157.0,310668245,64719,Prime Feeders Inc - Site 2, ,New Hampton,IA,50659,Chickasaw,1, ,Inactive,Confinement,No,0.0,0,Jacksonville,96,12,W,35,43.0842,-92.22221,563310,4770458,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,4,15,8,70801020301.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=64719,952,0,0,0,0,0,0,0,N,N, , , 
1758,1356009,Russ Pietig,31,1,20000208165.0,310668487,64160,Russ Pietig,24881 Highway 71,Carroll,IA,51401,Carroll,4, ,Active,Confinement,No,0.0,0,Pleasant Valley,83,0, ,6,42.0286,-94.84937,346905,4654606,1140,PUBLIC LAND SURVEY-SECTION,CENTER OF FACILITY, ,zachery.,1481550407000.0, ,4,12,6,71000070204.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=64160,960,0,0,0,0,0,0,0,N,N, , , 
1767,1356018,Kuntz Farms Inc.,31,1,20000208174.0,310669011,60977,Kuntz Farms Inc.,6972 260th St,Mediapolis,IA,52637,Des Moines,6, ,Inactive,Confinement,Yes,0.0,0,Huron,72,2,W,2,41.0607,-91.06211,662835,4547304,570,PUBLIC LAND SURVEY-QUARTER SECTION,PLANT ENTRANCE (GENERAL), ,jeff.pri,1476806131000.0, ,2,88,44,0.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=60977,969,0,0,0,0,0,0,0,Y,N,Y,N,N
1797,1356048,Timber Line Pork Co.,31,1,20000208206.0,310679551,61226,Timber Line Pork Co.,1825 Elm Ave,Wellman,IA,52356,Keokuk,6, ,Inactive,Confinement,No,0.0,0,Plank,76,11,W,26,41.36251,-92.08832,576253,4579401,570,PUBLIC LAND SURVEY-QUARTER SECTION, , ,bbunke,1218153600000.0, ,3,76,38,70801060603.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=61226,1000,0,0,0,0,0,0,0,Y,N,Y,N,N
1802,1356053,Marywood Farms Inc.,7,1,20000208212.0,310673693,60453,Marywood Farms Inc.,1660 KENNEDY STREET,Indianola,IA,50125,Warren,5, ,Inactive,Confinement,No,0.0,0,Lincoln,76,23,W,34,41.34928,-93.48936,459062,4577647,100,ADDRESS MATCHING-DIGITIZED, , ,ggeorg,1218672000000.0,"legal, tiger, cir - is this correct?",04,74,37,71000081101.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=60453,1005,0,0,0,0,0,0,0,N,Y, , , 
1813,1356063,Vern and Tom Thompson,32,1,20000208224.0,310674463,63133,Vern And Tom Thompson,3273 TERRACE AVE,Truro,IA,0,Madison,5, ,Inactive,Open Feedlot,No,0.0,0,Ohio,74,26,W,30,41.17529,-93.88504,425764,4558594,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,4,73,37,71000080901.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=63133,1016,0,0,0,0,0,0,0,N,N, , , 
1820,1356070,Hunt Farm (formerly Cottonballs 3),31,1,20000208232.0,310674738,63676,Hunt Farm (formerly Cottonballs 3),1475 Centennial Rd,Castalia,IA,52133,Winneshiek,1, ,Active,Confinement,No,0.0,0,Bloomfield,96,7,W,9,43.14926,-91.66977,608163,4778249,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,4,16,8,70600010901.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=63676,1023,0,0,0,0,0,0,0,Y,N,Y,N,N
1840,1356090,Robert Gatton,31,1,20000208254.0,310670234,63524,Robert Gatton,2396 135th St,New Sharon,IA,50207,Mahaska,5, ,Inactive,Confinement,No,0.0,0,Union,77,15,W,20,41.45607,-92.60524,532970,4589462,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,3,75,38,70801060403.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=63524,1043,0,0,0,0,0,0,0,N,N, , , 
1844,1356094,Bob Greubel,31,1,20000208258.0,310670387,63367,Bob Greubel,30th Place,Melcher-Dallas,IA,50163,Marion,5, ,Inactive,Confinement,No,0.0,0,Dallas,74,21,W,29,41.17628,-93.29411,475331,4558367,280,PUBLIC LAND SURVEY - SIXTEENTH SECTION,PLANT ENTRANCE (GENERAL), ,bryan.bu,1518002050000.0, ,2,28,14,71000081402.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=63367,1047,0,0,0,0,0,0,0,N,N, , , 
1877,1356127,Westendorf Family Eggs,31,1,20000208295.0,310674992,58758,Westendorf Family Eggs,20483 Ridge Ave,Clarksville,IA,50619,Butler,2, ,Inactive,Confinement,No,0.0,0,Albion,90,0, ,0,42.57822,-92.75508,520099,4714007,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,1,17,9,70802050302.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=58758,1080,0,0,0,0,0,0,0,N,N,Y,N,N
1888,1356140,Hogs-R-Us LLC,31,1,20000208309.0,310675691,64968,Hogs-r-us Llc,707 340th St,Bancroft,IA,50517,Kossuth,2, ,Inactive,Confinement,No,0.0,0,Greenwood,98,29,W,31,43.25674,-94.31261,393457,4790163,280,PUBLIC LAND SURVEY - SIXTEENTH SECTION, , ,bbunke,1218153600000.0, ,4,7,4,71000030501.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=64968,1091,0,0,0,0,0,0,0,Y,N,Y,N,N
1893,1356145,Niki Button,31,1,20000208314.0,310675928,63900,Niki Button,5476 W 148th St N,Mingo,IA,50168,Jasper,5, ,Active,Confinement,No,0.0,0,Poweshiek,80,21,W,7,41.75332,-93.34628,471212,4622446,20,INTERPOLATION-PHOTO,PLANT ENTRANCE (GENERAL), ,zachery.,1490708328000.0,moved to matching address,2,29,15,70801050906.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=63900,1096,0,0,0,0,0,0,0,N,N, , , 
1901,1356153,Ba Dor Enterprises Inc.,31,1,20000208322.0,310670714,60571,Ba Dor Enterprises Inc.,710 W North St,Winterset,IA,50273,Madison,5, ,Inactive,Confinement,No,0.0,0,Walnut,74,27,W,25,41.17196,-93.90054,424460,4558238,280,PUBLIC LAND SURVEY - SIXTEENTH SECTION,PLANT ENTRANCE (GENERAL), ,bryan.bu,1517998445000.0, ,3,25,13,71000080502.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=60571,1104,0,0,0,0,0,0,0,Y,N, , , 
